id	pre_cutoff	date	label	region	source	original_language	statement	link
321	False	19 July 2023	0	ASIA-PACIFIC	AFP FactCheck	English	The disease mpox, formerly known as monkeypox, is a complication of vaccines.	https://factcheck.afp.com/doc.afp.com.33MU6YM
322	False	16 July 2023	0	ASIA-PACIFIC	AFP FactCheck	English	Any activity on plots of land in Western Australia over 1,100 square metres first needs approval from a local Aboriginal council.	https://factcheck.afp.com/doc.afp.com.33NK6Z9
323	False	13 July 2023	0	ASIA-PACIFIC	AFP FactCheck	English	Wine extracted from the tropical fruit soursop has been medically approved to treat cancer.	https://factcheck.afp.com/doc.afp.com.33MC37A
324	False	7 July 2023	0	ASIA-PACIFIC	AFP FactCheck	English	People with different blood types should lose weight with different diets.	https://factcheck.afp.com/doc.afp.com.33LG78C
325	False	3 July 2023	0	ASIA-PACIFIC	AFP FactCheck	English	Chewing on the root of an elephant apple tree can cure rabies.	https://factcheck.afp.com/doc.afp.com.33KY4Y4
326	False	13 September 2023	0	AFRICA	AFP FactCheck	English	The Commercial Bank of Ethiopia (CBE) is giving away various prizes on the occasion of the Ethiopian New Year, and users can submit their telephone numbers to receive the items.	https://factcheck.afp.com/doc.afp.com.33V68KW
327	False	12 September 2023	0	AFRICA	AFP FactCheck	English	US President Joe Biden and the chairwoman of the World Trade Organisation (WTO), Ngozi Okonjo-Iweala, did not take photos with Nigerian leader Bola Tinubu at the G20 Summit held in India in September 2023.	https://factcheck.afp.com/doc.afp.com.33UZ942
328	False	8 September 2023	0	AFRICA	AFP FactCheck	English	The BRICS organization now manages 80 percent of the global oil supply. 	https://factcheck.afp.com/doc.afp.com.33UH6BL
329	False	8 September 2023	0	AFRICA	AFP FactCheck	English	Nigerian President Bola Tinubu attended the 2023 G20 summit hosted in India without being invited.	https://factcheck.afp.com/doc.afp.com.33UL378
330	False	5 September 2023	0	AFRICA	AFP FactCheck	English	The Canadian government has issued a statement offering free travel and work opportunities to 40,000 Ethiopians and Eritreans. 	https://factcheck.afp.com/doc.afp.com.33UD3XD
331	False	29 August 2023	0	AFRICA	AFP FactCheck	English	Days after the African Union and the Economic Community of West Africa States (ECOWAS) ramped up pressure on Niger’s coup leaders, a Nigerian military helicopter crashed in Niger. 	https://factcheck.afp.com/doc.afp.com.33TW6ZH
332	False	28 August 2023	0	AFRICA	AFP FactCheck	English	Kenya’s President William Ruto vowed to make citizens’ lives more “difficult” as the country grapples with the rising cost of living. 	https://factcheck.afp.com/doc.afp.com.33TV9J6
333	False	21 August 2023	0	AFRICA	AFP FactCheck	English	Sugar-free diets can “starve” cancer cells while cutting out acidic foods also helps to fight the disease.	https://factcheck.afp.com/doc.afp.com.33RH3BB
334	False	9 August 2023	0	AFRICA	AFP FactCheck	English	After the ultimatum given to Nigerien putschists by the Economic Community of West African States (ECOWAS) to restore toppled president Mohamed Bazoum expired on August 6, 2023, Nigeria’s leader Bola Tinubu – who is also the regional bloc’s chairman – sought the approval of his country’s Senate to declare war on Niger but was denied. 	https://factcheck.afp.com/doc.afp.com.33QU44U
335	False	7 August 2023	0	AFRICA	AFP FactCheck	English	As the coup in Niger continued, the northern neighbour Algeria claimed that it is willing to back the putschists if the Economic Community of West African States (ECOWAS) deploys forces to reinstate deposed president Mohamed Bazoum. 	https://factcheck.afp.com/doc.afp.com.33QM4EK
336	False	24 July 2023	0	AFRICA	AFP FactCheck	English	Nigeria's electoral court had declared the Labour Party’s Peter Obi the winner of the February 25 presidential election.	https://factcheck.afp.com/doc.afp.com.33PK88X
337	False	14 July 2023	0	AFRICA	AFP FactCheck	English	Democratic Alliance (DA) leader John Steenhuisen said the party was in an “advanced stage” of negotiations with the ruling African National Congress (ANC) to form a coalition government. 	https://factcheck.afp.com/doc.afp.com.33NX4VD
338	False	12 July 2023	0	AFRICA	AFP FactCheck	English	Tthe governor of Osun state, Ademola Adeleke, had appointed his daughter Adenike Adeleke to the state cabinet.	https://factcheck.afp.com/doc.afp.com.33NK7RN
339	False	10 July 2023	0	AFRICA	AFP FactCheck	English	President Emmanuel Macron apologised to France’s former African colonies and pledged reparations during a UN speech in New York in April 2023.	https://factcheck.afp.com/doc.afp.com.33NE7UZ
340	False	7 July 2023	0	AFRICA	AFP FactCheck	English	Nigerian has a huge housing deficit, lacking 70 million homes.	https://factcheck.afp.com/doc.afp.com.33MU7R8
341	False	5 July 2023	0	AFRICA	AFP FactCheck	English	A Kenyan truck carrying a shipping container veered out of control on June 30, 2023, hitting other vehicles and people thronging a busy roadside market. More than 80 people had died.	https://factcheck.afp.com/doc.afp.com.33MM39N
342	False	21 June 2023	0	AFRICA	AFP FactCheck	English	Namibia has abolished visa requirements for all countries in Africa.	https://factcheck.afp.com/doc.afp.com.33KE8VY
343	False	20 June 2023	0	AFRICA	AFP FactCheck	English	Days after Ugandan President Yoweri Museveni announced that he had tested positive for Covid-19 on June 7, 2023, his health had quickly deteriorated and that he was admitted to hospital where he died from coronavirus complications. 	https://factcheck.afp.com/doc.afp.com.33JZ8MR
344	False	8 June 2023	0	AFRICA	AFP FactCheck	English	Nigeria designated May 27 as Children’s Day to replace the anniversary of independence declared by the secessionist Biafra movement in the country’s southeast region.	https://factcheck.afp.com/doc.afp.com.33HM6P7
345	False	26 May 2023	0	AFRICA	AFP FactCheck	English	The United Kingdom announced restrictions preventing student visa holders from bringing family members into the country, which also includes that all Nigerian students are now banned.	https://factcheck.afp.com/doc.afp.com.33GA23Y
346	False	19 May 2023	0	AFRICA	AFP FactCheck	English	South African Broadcasting Corporation’s (SABC) plans to introduce a licence fee for motorists with radios installed in their vehicles.	https://factcheck.afp.com/doc.afp.com.33FJ8G2
347	False	16 May 2023	0	AFRICA	AFP FactCheck	English	A lawyer representing Labour Party leader Peter Obi in his poll result challenge also works for detained separatist leader Nnamdi Kanu.	https://factcheck.afp.com/doc.afp.com.33F96MZ
348	False	9 May 2023	0	AFRICA	AFP FactCheck	English	Bola Tinubu appointed the country’s first female state chief justice. 	https://factcheck.afp.com/doc.afp.com.33EP7JH
349	False	4 May 2023	0	AFRICA	AFP FactCheck	English	Adeyeye Ogunwusi, a prominent traditional ruler in the country's southwest, said president-elect Bola Tinubu did not win the February 2023 election. 	https://factcheck.afp.com/doc.afp.com.33EE2V7
350	False	3 May 2023	0	AFRICA	AFP FactCheck	English	In April 2023, a three-month state of emergency had been declared in Ethiopia’s northern Amhara region.	https://factcheck.afp.com/doc.afp.com.33EA7C4
351	False	20 April 2023	0	MIDDLE EAST	AFP FactCheck	English	Malaysian Prime Minister Anwar Ibrahim's official visit to Saudi Arabia in March 2023 was not accorded proper media coverage, with only two news outlets reporting on it. 	https://factcheck.afp.com/doc.afp.com.33CT6ME
352	False	17 April 2023	0	MIDDLE EAST	AFP FactCheck	English	The world football's governing body FIFA has banned Israel from playing in the U20 World Cup in 2023. 	https://factcheck.afp.com/doc.afp.com.33D44F8
353	False	27 February 2023	0	MIDDLE EAST	AFP FactCheck	English	Wadi al-Salam cemetery in Najaf Iraq covers more than 600,000 hectares.	https://factcheck.afp.com/doc.afp.com.339P4JU
354	False	26 February 2023	0	MIDDLE EAST	AFP FactCheck	English	Cristiano Ronaldo says he loves Islam while giving an interview in Dubai.	https://factcheck.afp.com/doc.afp.com.339X2UV
355	False	17 February 2023	0	MIDDLE EAST	AFP FactCheck	English	A disk-shaped cloud filmed over Bursa in Turkey on January 19, 2023. The cloud was caused by a former American military project called High-frequency Active Auroral Research Program (HAARP).	https://factcheck.afp.com/doc.afp.com.339G3TF
356	False	10 February 2023	0	MIDDLE EAST	AFP FactCheck	English	"Dubai's ruler Sheikh Mohammed bin Rashid Al Maktoum renamed a district ""Hind City"" to honour India and Hindus."	https://factcheck.afp.com/doc.afp.com.338U83F
357	False	6 January 2023	0	MIDDLE EAST	AFP FactCheck	English	Saudi football club Al-Nassr fired one of their players, Jaloliddin Masharipov of Uzbekistan for refusing to give his jersey number to the team’s latest recruit, Portuguese star Cristiano Ronaldo.	https://factcheck.afp.com/doc.afp.com.336J96K
358	False	17 December 2022	0	MIDDLE EAST	AFP FactCheck	English	"Saudi Arabia has deployed fighter planes and troops to Indonesia to help the Southeast Asian country ""invade Australia"" due to the territorial conflict over Ashmore Reef. "	https://factcheck.afp.com/doc.afp.com.333A3FX
359	False	5 December 2022	0	MIDDLE EAST	AFP FactCheck	English	Ghanaian national football team competing at the 2022 World Cup tournament in Qatar forgot their kit at home.	https://factcheck.afp.com/doc.afp.com.32XK6VH
360	False	1 December 2022	0	MIDDLE EAST	AFP FactCheck	English	Saudi Arabian football player Yasser Al-Shahrani died in hospital after a severe head injury sustained during a match against Argentina at the 2022 World Cup in Qatar. 	https://factcheck.afp.com/doc.afp.com.32WF484
361	False	29 November 2022	0	MIDDLE EAST	AFP FactCheck	English	A Lufthansa plane carrying the German football team to Qatar for the 2022 World Cup tournament was banned from landing because of its “gay logo”.	https://factcheck.afp.com/doc.afp.com.32VB777
362	False	20 June 2022	0	MIDDLE EAST	AFP FactCheck	English	Seven countries, including China, India and Russia, announced they would leave the World Health Organization.	https://factcheck.afp.com/doc.afp.com.32CJ3LK
363	False	16 February 2022	0	MIDDLE EAST	AFP FactCheck	English	Saudi Arabia had permanently banned cinemas from operating in the kingdom, reversing a 2017 decision to allow them to operate.	https://factcheck.afp.com/doc.afp.com.9YE84U
364	False	15 February 2022	0	MIDDLE EAST	AFP FactCheck	English	Saudi Arabia plans to remove an Islamic oath from the country's flag. 	https://factcheck.afp.com/doc.afp.com.9YR4EL
365	False	31 January 2022	0	MIDDLE EAST	AFP FactCheck	English	Saudi Arabia's Crown Prince Mohammed bin Salman cancelled a meeting with South Korean President Moon Jae-in during a visit to the Middle East in January 2022. 	https://factcheck.afp.com/doc.afp.com.9X84AH
366	False	15 November 2021	0	MIDDLE EAST	AFP FactCheck	English	Leading rabbinical authorities of Israel's legal system ruled against Covid-19 vaccination for young people and children in a binding decision for observant Jews.	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9RK34P-1
367	False	22 October 2021	0	MIDDLE EAST	AFP FactCheck	English	Cold temperatures in Antarctica evidenced that global warming is exaggerated or non-existent. 	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9Q68LD-1
368	False	21 April 2022	0	MIDDLE EAST	AFP FactCheck	English	The original book of Esther was recently found in Iran by a Jew who lived there. The scroll is from 1500 years ago.	https://factcheck.afp.com/doc.afp.com.328L9B2
369	False	22 January 2022	0	MIDDLE EAST	AFP FactCheck	English	A diamond-encrusted airplane is owned by the UAE-based airline Emirates.	https://factcheck.afp.com/doc.afp.com.9WC346
370	False	19 January 2022	0	MIDDLE EAST	AFP FactCheck	English	Graphene in vaccines can cause people to burn.	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9W676P-1
371	False	21 July 2022	0	MIDDLE EAST	AFP FactCheck	English	" Saudi Arabia treated world leaders ""differently"" by laying out different coloured carpets for their arrival."	https://factcheck.afp.com/doc.afp.com.32EV9CM
372	False	22 April 2022	0	MIDDLE EAST	AFP FactCheck	English	"A bar in Jerusalem called ""Putin Pub"" was renamed ""Zelenskiy Pub"" -- using an alternative spelling of Ukraine President Volodymyr Zelensky's surname -- following Russia's invasion of Ukraine in late-February 2022."	https://factcheck.afp.com/doc.afp.com.326N66P
373	False	1 December 2022	0	MIDDLE EAST	AFP FactCheck	English	120 non-Muslim spectators who came to watch the 2022 World Cup in Qatar accepted Islam.	https://factcheck.afp.com/doc.afp.com.32W77UY
374	False	28 November 2022	0	MIDDLE EAST	AFP FactCheck	English	A massive fire went off at Qatar World Cup stadium during the Qatar World Cup tournament. 	https://factcheck.afp.com/doc.afp.com.32TB9F9
375	False	19 January 2023	0	MIDDLE EAST	AFP FactCheck	English	Portuguese football star Cristiano Ronaldo tied the knot with Spanish model Georgina Rodriguez in Saudi Arabia.	https://factcheck.afp.com/doc.afp.com.337C2G2
376	False	13 September 2023	0	NORTH AMERICA	AFP FactCheck	English	CNN said Cash App has gone under and that user funds will be redistributed via bankruptcy court. 	https://factcheck.afp.com/doc.afp.com.33UY2A7
377	False	11 September 2023	0	NORTH AMERICA	AFP FactCheck	English	The deadly wildfires in the United States and Canada in the summer of 2023 are a deliberate policy to clear areas for urban redesign.	https://factcheck.afp.com/doc.afp.com.33UX2RZ
378	False	11 September 2023	0	NORTH AMERICA	AFP FactCheck	English	"Wildfires in the US state of Washington were set intentionally to push ""smart city"" projects in the area."	https://factcheck.afp.com/doc.afp.com.33UP4ZU
379	False	11 September 2023	0	NORTH AMERICA	AFP FactCheck	English	A new law in Florida requires fathers to complete a DNA test before signing a child's birth certificate, in order to prove they are the biological father. 	https://factcheck.afp.com/doc.afp.com.33UH9DZ
380	False	6 September 2023	0	NORTH AMERICA	AFP FactCheck	English	"Canada had enacted a law to catalyze the country's use of digital IDs, an electronic currency and ""social credit"" monitoring."	https://factcheck.afp.com/doc.afp.com.33UC84A
381	False	1 September 2023	0	NORTH AMERICA	AFP FactCheck	English	The United Nations' diplomatic security force was deployed to mediate between civilians and officials over wildfire evacuation orders.	https://factcheck.afp.com/doc.afp.com.33TY86A
382	False	31 August 2023	0	NORTH AMERICA	AFP FactCheck	English	Blue objects that survived the August 2023 wildfires in the US state of Hawaii proved that lasers ignited the flames.	https://factcheck.afp.com/doc.afp.com.33TU43Q
383	False	31 August 2023	0	NORTH AMERICA	AFP FactCheck	English	The US Centers for Disease Control and Prevention (CDC) has warned that people vaccinated against Covid-19 face a greater risk from a new strain of the virus than the unvaccinated. 	https://factcheck.afp.com/doc.afp.com.33U337G
384	False	30 August 2023	0	NORTH AMERICA	AFP FactCheck	English	14 US cities have signed a pledge to ban meat, dairy and private vehicles by 2030 in an effort to fight climate change.	https://factcheck.afp.com/doc.afp.com.33TY48C
385	False	29 August 2023	0	NORTH AMERICA	AFP FactCheck	English	"Bill Gates said in a post on X, formerly known as Twitter, that a ""tsunami of mRNA is coming -- whether you like it or not."""	https://factcheck.afp.com/doc.afp.com.33TX7Q9
386	False	26 August 2023	0	NORTH AMERICA	AFP FactCheck	English	"Apollo 11 astronaut Buzz Aldrin admitted the 1969 Moon landing was ""just a prank""."	https://factcheck.afp.com/doc.afp.com.33RB4MA
387	False	25 August 2023	0	NORTH AMERICA	AFP FactCheck	English	"Wildfires near the Canadian city of Kelowna were started intentionally to push people into ""15-minute smart cities."" "	https://factcheck.afp.com/doc.afp.com.33TC3K7
388	False	22 August 2023	0	NORTH AMERICA	AFP FactCheck	English	In August 2023, US Food and Drug Administration (FDA) endorsed the use of ivermectin to treat or prevent Covid-19.	https://factcheck.afp.com/doc.afp.com.33T32NE
389	False	22 August 2023	0	NORTH AMERICA	AFP FactCheck	English	Joe Biden fell asleep during an August 2023 event with survivors of the deadly wildfires that scorched the US state of Hawaii.	https://factcheck.afp.com/doc.afp.com.33T39HU
390	False	22 August 2023	0	NORTH AMERICA	AFP FactCheck	English	Covid-19 vaccines are linked to a spike in meat allergies.	https://factcheck.afp.com/doc.afp.com.33RA3QC
391	False	16 August 2023	0	NORTH AMERICA	AFP FactCheck	English	Each supplemental dose of Covid-19 vaccine increased a person's risk of contracting the coronavirus.	https://factcheck.afp.com/doc.afp.com.33R84AC
392	False	11 August 2023	0	NORTH AMERICA	AFP FactCheck	English	Directed energy weapons started the deadly wildfires that scorched a historic town in the US state of Hawaii in August 2023. 	https://factcheck.afp.com/doc.afp.com.33R29CA
393	False	11 August 2023	0	NORTH AMERICA	AFP FactCheck	English	"A new law in the US state of Illinois allows ""illegal immigrants"" to become police officers."	https://factcheck.afp.com/doc.afp.com.33QW26Z
394	False	11 August 2023	0	NORTH AMERICA	AFP FactCheck	English	"The daughter of World Economic Forum (WEF) founder Klaus Schwab said ""permanent climate lockdowns"" are coming soon."	https://factcheck.afp.com/doc.afp.com.33QX7A8
395	False	10 August 2023	0	NORTH AMERICA	AFP FactCheck	English	Ukraine has asked the Canadian government to send residents of Ukrainian descent to fight in the war against Russia. 	https://factcheck.afp.com/doc.afp.com.33QU4MP
396	False	9 August 2023	0	NORTH AMERICA	AFP FactCheck	English	Skin cancer has only emerged in the past 60 years and is primarily attributable to factors other than sun exposure, such as diet and sunscreen use.	https://factcheck.afp.com/doc.afp.com.33QU9GQ
397	False	9 August 2023	0	NORTH AMERICA	AFP FactCheck	English	Infant vaccination in developed countries is linked to higher mortality rates.	https://factcheck.afp.com/doc.afp.com.33QJ42W
398	False	4 August 2023	0	NORTH AMERICA	AFP FactCheck	English	"Donald Trump was indicted for exercising his freedom of speech after the 2020 US election, and he has been ""threatened"" with the death penalty."	https://factcheck.afp.com/doc.afp.com.33QJ9QU
399	False	4 August 2023	0	NORTH AMERICA	AFP FactCheck	English	American country music singer Jason Aldean debuted a new song to support company boycotts spearheaded by US conservatives.	https://factcheck.afp.com/doc.afp.com.33QN4F2
400	False	31 July 2023	0	NORTH AMERICA	AFP FactCheck	English	Former US attorney general William Barr vowed to leap off a bridge if Donald Trump wins the Republican presidential nomination in 2024. 	https://factcheck.afp.com/doc.afp.com.33QF4T6
401	False	28 June 2023	0	LATIN AMERICA	AFP FactCheck	English	FIFA president Gianni Infantino rebuked superstar Lionel Messi for not taking part in Argentina's friendly with Indonesia in Jakarta on June 19, 2023.	https://factcheck.afp.com/doc.afp.com.33KP3KF
402	False	6 June 2023	0	LATIN AMERICA	AFP FactCheck	English	Anti-tank missile systems the United States sent to Ukraine ended up in the hands of a Mexican cartel.	https://factcheck.afp.com/doc.afp.com.33GZ8H2
403	False	10 March 2023	0	LATIN AMERICA	AFP FactCheck	English	Mexico banned chemtrails and solar geoengineering after discovering a rogue climate balloon hovering over Baja (California Sur).	https://factcheck.afp.com/doc.afp.com.33AW9A9
404	False	28 December 2022	0	LATIN AMERICA	AFP FactCheck	English	Argentina has issued banknotes featuring the image of football superstar Lionel Messi after the country's national team won the 2022 World Cup in Qatar.	https://factcheck.afp.com/doc.afp.com.33664AA
405	False	22 December 2022	0	LATIN AMERICA	AFP FactCheck	English	Protesters threw objects at a bus carrying Brazil's national football team after the 2022 World Cup, where it was eliminated in a quarter-final match against Croatia.	https://factcheck.afp.com/doc.afp.com.334Y4KU
406	False	20 December 2022	0	LATIN AMERICA	AFP FactCheck	English	In Dec 2022, a corrupt Brazilian politician was tied to a pole as he was being punished by the people.	https://factcheck.afp.com/doc.afp.com.334U484
407	False	26 November 2022	0	LATIN AMERICA	AFP FactCheck	English	Brazil's defence ministry declared the 2022 presidential election result was fraudulent, and subsequently ordered the arrests of court officials and suspended congress.	https://factcheck.afp.com/doc.afp.com.32QY3RK
408	False	20 November 2022	0	LATIN AMERICA	AFP FactCheck	English	There is a women-only village in southeastern Brazil called Noiva do Cordeiro.	https://factcheck.afp.com/doc.afp.com.32NJ7WB
409	False	10 September 2022	0	LATIN AMERICA	AFP FactCheck	English	The US National Institutes of Health (NIH) has modified its page in September 2022 to recommend the anti-parasite drug ivermectin for Covid-19. 	https://factcheck.afp.com/doc.afp.com.32HW6YM
410	False	2 August 2022	0	LATIN AMERICA	AFP FactCheck	English	A cosmological event called the “aphelion phenomenon” has been causing extremely cold weather on Earth since July 4, 2022, and will continue to do so until August 22, 2022, because of the increased distance to the sun. 	https://factcheck.afp.com/doc.afp.com.32FU233
411	False	20 June 2022	0	LATIN AMERICA	AFP FactCheck	English	A Batman sculpture was worshipped by the ancient Mayans.	https://factcheck.afp.com/doc.afp.com.32CK9DY
412	False	1 June 2022	0	LATIN AMERICA	AFP FactCheck	English	"Bolivian President Luis Arce had pledged his country would ""provide any kind of help to South Korea"". "	https://factcheck.afp.com/doc.afp.com.32BL4QC
413	False	8 March 2022	0	LATIN AMERICA	AFP FactCheck	English	In 2022, Russia sent two nuclear bombers to Venezuela. 	https://factcheck.afp.com/doc.afp.com.324P7U2
414	False	30 November 2021	0	LATIN AMERICA	AFP FactCheck	English	Mexico's Father Ángel Cuevas died following vaccination against Covid-19.	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9TM44A
415	False	3 November 2021	0	LATIN AMERICA	AFP FactCheck	English	A foetus carved into a roadside embankment in Colombia is a sculpture made by a man whose wife and unborn child were killed by a drunk driver. 	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9QX2FH-1
416	False	29 October 2021	0	LATIN AMERICA	AFP FactCheck	English	The former leaders of Haiti, Tanzania, Burundi, eSwatini and Ivory Coast were assassinated because they opposed Covid-19 vaccines. 	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9QL2W7-1
417	False	25 October 2021	0	LATIN AMERICA	AFP FactCheck	English	"A town in Honduras where the sky ""rains fish"", a baffling phenomenon where heavy downpours leave hundreds of fish scattered on the ground. "	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9QB469-1
418	False	14 September 2021	0	LATIN AMERICA	AFP FactCheck	English	Covid-19 vaccines can cause male impotence, saying a relative's friend in Trinidad suffered that condition as well as testicular swelling after being immunized. 	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9MU4CR-1
419	False	7 September 2021	0	LATIN AMERICA	AFP FactCheck	English	A Mexican politician was stripping while giving a speech against corruption and poverty. 	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9MB6JK-1
420	False	13 September 2023	0	LATIN AMERICA	AFP FactCheck	Spanish	The inclusion of five countries in the Brics means that the bloc manages 80% of the world's oil supply.	https://checamos.afp.com/doc.afp.com.33V64V7
421	False	22 September 2023	0	LATIN AMERICA	AFP FactCheck	Spanish	Daniel Noboa, candidate for the presidency of Ecuador, announced in an interview on KCH Noticias on September 11, 2023 that he will close religious schools if he is the winner in the early elections on October 22	https://factual.afp.com/doc.afp.com.33W92KX
422	False	18 September 2023	0	LATIN AMERICA	AFP FactCheck	Spanish	The government of former president Jair Bolsonaro (PL) generated more jobs than the mandates of Luiz Inácio Lula da Silva (PT) and Dilma Rousseff (PT) combined	https://checamos.afp.com/doc.afp.com.33VG4RA
423	False	21 September 2023	0	LATIN AMERICA	AFP FactCheck	Spanish	President Santiago Peña has declared war on Argentina	https://factual.afp.com/doc.afp.com.33W23YF
424	False	15 August 2023	0	LATIN AMERICA	AFP FactCheck	Spanish	The independent expert from the United Nations Víctor Madrigal-Borloz presented a report on the “intersections” between two human rights: freedom of worship and non-discrimination, warning “Christians” that if they did not accept the “legalization of pedophilia” they would be “excluded from society.”	https://checamos.afp.com/doc.afp.com.33R69MR
425	False	30 August 2023	0	LATIN AMERICA	AFP FactCheck	Spanish	The Electoral Observation Mission of the Organization of American States (OAS) asked to cancel the elections of August 20, 2023 in Ecuador	https://factual.afp.com/doc.afp.com.33TX3QF
426	False	25 August 2023	0	EUROPE	AFP FactCheck	English	Cristiano Ronaldo converted to Buddhism and became a monk. 	https://factcheck.afp.com/doc.afp.com.33RA9K6
427	False	27 July 2023	0	EUROPE	AFP FactCheck	English	After a Sweden-based Iraqi refugee burned pages of the Koran in June 2023, the Swedish presidential palace was on fire and the blaze was an act of divine retribution.	https://factcheck.afp.com/doc.afp.com.33PN9ZT
428	False	25 July 2023	0	EUROPE	AFP FactCheck	English	"Serbia is banning showings of the new ""Barbie"" movie because it features a distorted map of the Balkan region."	https://factcheck.afp.com/doc.afp.com.33PV7DD
429	False	14 July 2023	0	EUROPE	AFP FactCheck	English	France's largest library was burned down by a mob in June 2023.	https://factcheck.afp.com/doc.afp.com.33NK3FB
430	False	13 July 2023	0	EUROPE	AFP FactCheck	English	A spike in cases of a rare heart condition among infants in the United Kingdom is related to Covid-19 vaccination.	https://factcheck.afp.com/doc.afp.com.33NP8R7
431	False	14 June 2023	0	EUROPE	AFP FactCheck	English	Sweden’s sports authorities approved sex as a national sport in June 2023.	https://factcheck.afp.com/doc.afp.com.33J87HA
432	False	8 May 2023	0	EUROPE	AFP FactCheck	English	BBC News has admitted Covid-19 vaccines are to blame for record excess deaths in the UK in 2022.	https://factcheck.afp.com/doc.afp.com.33E97EQ
433	False	1 May 2023	0	EUROPE	AFP FactCheck	English	A CNN tweet quoted Ukrainian President Volodymyr Zelensky saying he plans to change his war-torn nation's demographics through mass immigration.	https://factcheck.afp.com/doc.afp.com.33E889Z
434	False	28 April 2023	0	EUROPE	AFP FactCheck	English	Football superstar Cristiano Ronaldo supported Indonesia's rejection of Israel's participation in the U20 World Cup in 2023 due to his support for the Palestinian cause. 	https://factcheck.afp.com/doc.afp.com.33DR3EP
435	False	23 April 2023	0	EUROPE	AFP FactCheck	English	Russian President Vladimir Putin wished South Africa’s former president Jacob Zuma a happy birthday on live television. 	https://factcheck.afp.com/doc.afp.com.33DM2GT
436	False	20 April 2023	0	EUROPE	AFP FactCheck	English	US President Joe Biden used a short phrase to deliver a coded message about surface-to-air missiles during a speech in Ireland. 	https://factcheck.afp.com/doc.afp.com.33DH3YG
437	False	13 April 2023	0	EUROPE	AFP FactCheck	English	US President Joe Biden's arrived in Belfast on April 11, 2023 and failed to recognize and shoved aside British Prime Minister Rishi Sunak.	https://factcheck.afp.com/doc.afp.com.33D648F
438	False	12 April 2023	0	EUROPE	AFP FactCheck	English	Switzerland banned Covid-19 shots in April 2023.	https://factcheck.afp.com/doc.afp.com.33CZ8KQ
439	False	27 March 2023	0	EUROPE	AFP FactCheck	English	"Democratic Republic of Congo President Felix Tshisekedi pointed his French counterpart Emmanuel Macron after Macron said ""Africa should be handed over to France"". "	https://factcheck.afp.com/doc.afp.com.33BQ7JJ
440	False	24 March 2023	0	EUROPE	AFP FactCheck	English	"Former British prime minister Liz Truss mocked India for being a country that ""listens with rapt attention to illiterate politicians and godmen""."	https://factcheck.afp.com/doc.afp.com.33BT94E
441	False	17 March 2023	0	EUROPE	AFP FactCheck	English	A Turkish imam kissed the paw of a dog who had saved people from the rubble of the devastating 2023 earthquake in Turkey.	https://factcheck.afp.com/doc.afp.com.33AW823
442	False	17 March 2023	0	EUROPE	AFP FactCheck	English	Climate activist Greta Thunberg deleted a 2018 tweet that predicted the world would end in five years after the projection failed to come true.	https://factcheck.afp.com/doc.afp.com.33BH8XZ
443	False	16 March 2023	0	EUROPE	AFP FactCheck	English	A top court in Spain ruled Covid is a bioweapon with a patent.	https://factcheck.afp.com/doc.afp.com.33BE8HZ
444	False	13 March 2023	0	EUROPE	AFP FactCheck	English	Russian President Vladimir Putin called for the destruction of Covid-19 vaccines.	https://factcheck.afp.com/doc.afp.com.33AW67R
445	False	9 March 2023	0	EUROPE	AFP FactCheck	English	Volodymyr Zelensky earns $11 million per month, has billions in assets, including a $35 million house in Florida, and numerous other trappings of a moneyed lifestyle. 	https://factcheck.afp.com/doc.afp.com.33A99GQ
446	False	8 March 2023	0	EUROPE	AFP FactCheck	English	The devastating earthquake in Turkey and Syria in February 2023 was man-made and triggered by the US-based High-frequency Active Auroral Research Program (HAARP) research facility.	https://factcheck.afp.com/doc.afp.com.33AN6CP
447	False	2 March 2023	0	EUROPE	AFP FactCheck	English	Ukrainian President Volodymyr Zelensky said America's sons and daughters will be obligated to fight and die for his country.	https://factcheck.afp.com/doc.afp.com.33AB726
448	False	2 March 2023	0	EUROPE	AFP FactCheck	English	Western embassies in Turkey removed their ambassadors from the country shortly before a devastating earthquake on February 6th 2023.	https://factcheck.afp.com/doc.afp.com.33A63MC
449	False	1 March 2023	0	EUROPE	AFP FactCheck	English	An article from the Guardian was published which is about tomato shortages due to the United Kingdom's exit from the European Union.	https://factcheck.afp.com/doc.afp.com.33AA2PH
450	False	24 February 2023	0	EUROPE	AFP FactCheck	English	Joe Biden tumbled down the stairs as he disembarked from Air Force One upon arrival in Warsaw, Poland, on February 20, 2023. 	https://factcheck.afp.com/doc.afp.com.339Y4GX
